Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
2028,47.15405,0.39343736929697776,46.513,47.817,47.24,2.1632166666666666,0.025702398270125798,2.124,2.215,2.1615,2540.0777333333335,189.19184701432465,2337.8,2947.8,2475.4,6.6547116666666675,3.0593930795539475,0.0,20.479,7.8365,10.141885,0.015134735170499252,10.096,10.196,10.143,161.21344333333334,14.16030369060715,146.41,191.77,156.3,108.97512433333334,47.748311588901274,0.0,167.25,129.995,1.9962048333333333,0.9532586914887178,0.0,9.656,2.328,10.070208333333333,0.023298241676851444,9.998,10.136,10.07,9.843873,0.02111185660747951,9.786,9.896,9.843,9.728532833333333,0.021456513827657737,9.666,9.778,9.728,58.0693,24.25909562240417,0.0,78.405,68.55,36.22165,0.15665008236539826,35.926,36.426,36.25,41.84583333333333,0.07575924548750618,41.652,41.926,41.8965,39.08351666666667,0.08293564825460781,38.957,39.273,39.082,31.170483333333333,0.037617833701975315,31.105,31.227,31.156,0.5396,0.02186956712195493,0.504,0.592,0.534,100,73,0,100,0
2029,47.2516,0.28989917592740744,46.725,47.809,47.214,2.1694666666666667,0.021060418869003027,2.135,2.22,2.166,2539.606333333333,188.37876631888128,2338.0,2945.6,2475.0,6.656038333333333,3.057474962902971,0.0,20.479,7.8405000000000005,10.141425,0.01611284419068174,10.091,10.189,10.142,161.20854666666668,14.154003213071825,146.51,191.7,156.305,108.96140299999999,47.7490245208951,0.0,167.38,129.98,1.9911171666666665,0.9508939537739499,0.0,9.664,2.32,10.070700833333333,0.023095293129403737,10.0,10.127,10.07,9.843318166666666,0.021446482118009622,9.776,9.893,9.842,9.728209333333334,0.021731794481146226,9.656,9.778,9.727,58.08291666666666,24.232250249316095,0.0,78.445,68.54599999999999,36.20523333333333,0.14105755126317385,35.906,36.414,36.246,41.85443333333333,0.06107299513257902,41.695,41.926,41.887,39.0977,0.08067307954151458,38.996,39.262,39.09,31.1608,0.034467277530129854,31.109,31.234,31.148,0.5458833333333334,0.021027900486497872,0.502,0.606,0.543,100,73,0,100,0
2030,47.396766666666664,0.2838738300943391,46.655,47.938,47.428,2.1780166666666667,0.022421608574619493,2.13,2.222,2.1795,2539.0948000000003,188.58385230763147,2336.0,2945.6,2473.8,6.658155,3.0649965732931648,0.0,20.479,7.8395,10.145621666666665,0.015456715281747586,10.099,10.194,10.147,161.20277333333334,14.17021144716492,146.39,191.71,156.28,108.97552783333333,47.73597146920664,0.0,167.54,130.08,1.987844,0.9525610817333844,0.0,9.773,2.305,10.077217833333334,0.024880981207406123,9.997,10.141,10.078,9.847110333333333,0.022517948460936188,9.781,9.899,9.846,9.730991666666666,0.022525330089440805,9.66,9.784,9.73,58.09871666666666,24.27022277599297,0.0,78.597,68.63550000000001,36.218716666666666,0.1605680690618827,35.848,36.422,36.246,41.86333333333334,0.06833433925124283,41.652,41.957,41.895,39.111716666666666,0.07322546830877139,39.004,39.273,39.098,31.14653333333333,0.022572269372678838,31.105,31.223,31.145,0.5454666666666667,0.02578691473890223,0.5,0.602,0.5405,100,73,0,100,0
2031,47.09555,0.3121258125842154,46.558,47.925,47.0775,2.1644833333333335,0.022304891662825406,2.127,2.223,2.1595,2539.8775666666666,189.39388303365791,2335.8,2950.4,2473.6,6.660401666666667,3.0512279523210992,0.0,20.479,7.8375,10.146826666666666,0.015379124965245749,10.096,10.19,10.147,161.20135,14.166910287780457,146.39,191.67,156.28,108.95357516666667,47.749008843283285,0.0,167.25,129.985,1.9903683333333333,0.9511181044461932,0.0,9.578,2.32,10.078317333333334,0.02341111515799878,10.007,10.134,10.078,9.850852,0.02161726116624775,9.792,9.905,9.85,9.734114166666666,0.02172685301639555,9.672,9.786,9.733,58.15056666666667,24.17685579112041,0.0,78.479,68.6175,36.20471666666666,0.14049176243016478,35.914,36.414,36.242000000000004,41.8711,0.05699589637324536,41.746,41.965,41.895,39.1099,0.08170486366039034,39.004,39.277,39.098,31.198683333333335,0.029550583846174084,31.121,31.227,31.211,0.5511333333333333,0.029185245091885897,0.503,0.604,0.551,100,73,0,100,0
2032,47.24143333333333,0.1741525112513225,46.866,47.627,47.2455,2.1713,0.013025789282829605,2.147,2.198,2.173,2541.4546666666665,188.6958834941276,2340.0,2953.4,2476.4,6.655796666666666,3.061135660918418,0.0,20.479,7.836,10.145719999999999,0.014347986194807335,10.104,10.203,10.145,161.18615166666666,14.169485842065622,146.4,191.68,156.26,108.95404066666666,47.717896931744626,0.0,167.57,129.95,1.9922861666666667,0.9524008785769892,0.0,9.633,2.32,10.077411833333333,0.023582993580894485,10.0,10.136,10.077,9.8488145,0.021546874507693294,9.785,9.897,9.848,9.731864666666667,0.021459413691000677,9.665,9.78,9.731,58.014583333333334,24.229132135588035,0.0,78.604,68.469,36.19958333333333,0.14214903752771402,35.859,36.414,36.246,41.86476666666667,0.0572397179477195,41.707,41.953,41.891000000000005,39.10568333333333,0.06796721334875744,39.008,39.25,39.094,31.165533333333332,0.04086375322561087,31.117,31.227,31.145,0.5449,0.023547067901963085,0.507,0.599,0.539,100,73,0,100,0
2033,47.22043333333333,0.4077143136829065,46.56,47.925,47.2405,2.1731166666666666,0.026963309450013562,2.128,2.231,2.177,2542.1786333333334,189.13791809719936,2340.0,2955.8,2477.4,6.659056666666667,3.060331606655297,0.0,20.479,7.833,10.147205000000001,0.014750670452490932,10.084,10.193,10.147,161.21020666666666,14.166093776788703,146.34,191.7,156.31,108.96888766666666,47.73782687124665,0.0,167.48,129.95,1.9884144999999998,0.9506654280813561,0.0,9.453,2.32,10.083176666666667,0.023419148824075343,10.015,10.144,10.084,9.852825166666667,0.021439368952056125,9.794,9.905,9.851,9.736761666666666,0.021365477087053057,9.677,9.789,9.736,58.04748333333334,24.217223653307034,0.0,78.487,68.5055,36.20243333333334,0.1376626146788812,35.918,36.406,36.238,41.86295,0.05321667414240509,41.754,41.953,41.887,39.11893333333333,0.06531822147377168,39.02,39.273,39.1035,31.177683333333334,0.04254867269402062,31.105,31.223,31.203,0.5509000000000001,0.024275746423267297,0.514,0.604,0.5465,100,73,0,100,0
2034,47.42125,0.23954268753719685,46.867,47.961,47.382000000000005,2.1797166666666663,0.021476902584701776,2.137,2.225,2.177,2540.5399666666667,187.89809604787195,2339.8,2947.4,2477.8,6.687858333333334,3.046337927667657,0.0,19.569,7.84,10.147375,0.014828041892888352,10.102,10.209,10.148,161.09763999999998,14.098802144179436,146.43,191.7,156.31,109.20923266666667,47.478826800553115,0.0,167.27,129.905,2.0060063333333336,0.9520042109305477,0.0,9.664,2.328,10.080181333333334,0.023133561013452285,10.011,10.151,10.08,9.849745333333333,0.021544423220816233,9.789,9.896,9.849,9.734228666666667,0.021408154904264527,9.671,9.785,9.733,58.774033333333335,23.667069531360656,0.0,78.145,68.423,36.2246,0.14649303795570773,35.914,36.422,36.25,41.864799999999995,0.051684112236036035,41.719,41.937,41.895,39.114466666666665,0.07315075371013989,39.008,39.266,39.102,31.141816666666667,0.018143020945794782,31.105,31.211,31.145,0.5519,0.02453617184512608,0.511,0.603,0.547,100,80,0,100,0
2035,47.26265,0.4211953459993696,46.583,47.925,47.355000000000004,2.1723833333333333,0.027565694515543894,2.13,2.222,2.1719999999999997,2540.7224333333334,188.178826656666,2339.8,2949.6,2477.6,6.68384,3.035549916114382,0.0,19.814,7.834,10.146998333333332,0.014697222338353126,10.102,10.198,10.148,161.10007166666668,14.109083506182452,146.4,191.67,156.31,109.22182716666667,47.47881534641253,0.0,167.43,130.04,2.0048661666666665,0.9525137551050132,0.0,9.711,2.328,10.076358666666668,0.023487456971646954,10.002,10.137,10.076,9.846002,0.021690375931918283,9.781,9.894,9.845,9.730665333333333,0.021589063886652885,9.658,9.776,9.73,58.70106666666666,23.70328625994513,0.0,78.599,68.37,36.21413333333333,0.14837452230776582,35.859,36.414,36.248000000000005,41.86061666666667,0.0648675551991548,41.719,41.949,41.895,39.108183333333336,0.07516636726862694,39.008,39.266,39.102,31.167133333333332,0.042935689657060606,31.105,31.227,31.145,0.5482833333333333,0.026973993543478434,0.502,0.615,0.545,100,80,0,100,0
2036,47.21475,0.4150520745355604,46.526,47.869,47.381,2.1700999999999997,0.02718280862504366,2.127,2.223,2.1715,2539.6522333333332,187.946699621629,2340.6,2949.6,2475.8,6.688116666666667,3.0454106630414395,0.0,19.448,7.8335,10.146598333333333,0.015275663883030177,10.104,10.209,10.147,161.11571999999998,14.090111932036354,146.37,191.63,156.31,109.23420983333332,47.49985874570525,0.0,167.34,130.04,2.000371,0.9483388087115014,0.0,9.469,2.32,10.077855833333334,0.02386323444754708,10.002,10.137,10.078,9.8469705,0.02276946137142507,9.781,9.897,9.846,9.731801166666667,0.02237860806638325,9.661,9.781,9.731,58.81406666666667,23.69623682908083,0.0,78.47,68.481,36.216516666666664,0.15803705762232395,35.836,36.422,36.242000000000004,41.8655,0.057889579285312034,41.746,41.953,41.895,39.118116666666666,0.07114394376517313,39.012,39.266,39.102,31.176133333333333,0.04321466585122674,31.109,31.234,31.158,0.5458666666666667,0.023864353010982057,0.504,0.59,0.543,100,80,0,100,0
2037,47.086666666666666,0.3964988155524099,46.369,47.869,46.9715,2.1654166666666668,0.025802569617579846,2.13,2.226,2.1585,2539.4476666666665,188.44695882556536,2338.0,2949.8,2475.8,6.685451666666667,3.0398278344508882,0.0,19.558,7.835,10.143965,0.017070132513841374,10.093,10.208,10.144,161.11181166666665,14.099578946039646,146.41,191.75,156.33,109.22571916666666,47.501676899165055,0.0,167.23,129.825,2.0026808333333332,0.948970528947085,0.0,9.633,2.328,10.075169666666666,0.023844922099694132,10.002,10.133,10.075,9.8462295,0.022242031106471504,9.783,9.899,9.845,9.730628166666667,0.02204365881127429,9.662,9.781,9.73,58.767966666666666,23.6904708948389,0.0,78.314,68.44550000000001,36.225233333333335,0.1558503592016245,35.918,36.414,36.248000000000005,41.863616666666665,0.06250263497270502,41.684,41.969,41.895,39.111866666666664,0.07471062063829055,38.996,39.277,39.098,31.192866666666664,0.03319560245874339,31.121,31.234,31.207,0.5469166666666666,0.021992519272580002,0.51,0.592,0.542,100,80,0,100,0
2038,47.11545,0.2522955238523486,46.626,47.627,47.102000000000004,2.1713999999999998,0.02143512087158954,2.143,2.222,2.1715,2539.7887666666666,188.34930943384563,2339.8,2949.4,2475.8,6.686411666666667,3.043810315090993,0.0,19.444,7.828,10.144083333333333,0.014823605759119533,10.093,10.196,10.145,161.09787333333333,14.101124628787112,146.4,191.73,156.3,109.21218183333333,47.501083821633,0.0,167.27,129.995,2.000081333333333,0.9486012977652446,0.0,9.609,2.32,10.076048333333333,0.02385957272090326,9.998,10.136,10.076,9.846903333333334,0.02173708978683505,9.786,9.896,9.846,9.731098000000001,0.021707823495999694,9.666,9.778,9.73,58.79763333333334,23.68416456591431,0.0,78.454,68.437,36.221583333333335,0.15194516089993476,35.836,36.434,36.25,41.86705,0.0532844700242316,41.75,41.941,41.895,39.10478333333333,0.08304421768187834,38.996,39.277,39.094,31.1633,0.036715719627928,31.109,31.234,31.148,0.5442833333333333,0.02206853090935533,0.508,0.589,0.539,100,80,0,100,0
2039,47.2387,0.29581770039063987,46.613,47.833,47.2525,2.1707666666666667,0.017212890977962036,2.147,2.215,2.1675,2540.2836666666667,188.25671024263798,2340.0,2949.6,2476.4,6.6842983333333335,3.042549249542292,0.0,19.487,7.832000000000001,10.145178333333334,0.014141422498201951,10.103,10.189,10.146,161.07754333333332,14.101574978264038,146.41,191.66,156.26,109.206538,47.48532889035159,0.0,167.4,129.975,1.9944363333333335,0.9473106418638965,0.0,9.602,2.32,10.074597833333334,0.02313526821568122,10.002,10.139,10.075,9.846411333333334,0.021554541004818926,9.784,9.894,9.846,9.729507666666667,0.021239031458579208,9.672,9.778,9.729,58.74706666666667,23.6732823298052,0.0,78.318,68.39099999999999,36.227583333333335,0.1508236473463998,35.926,36.414,36.242000000000004,41.850500000000004,0.06438114788810428,41.684,41.922,41.891000000000005,39.102666666666664,0.063750750521783,39.008,39.266,39.098,31.160216666666667,0.03459258844233927,31.109,31.227,31.148,0.5491666666666667,0.02084093646572437,0.512,0.593,0.549,100,80,0,100,0
2040,47.066316666666665,0.3385608871293081,46.608,47.684,46.9925,2.163483333333333,0.02399328413568666,2.129,2.207,2.1585,2541.8400666666666,188.22709835396708,2340.0,2951.6,2477.8,6.683191666666667,3.0354078643738123,0.0,19.769,7.8375,10.146293333333332,0.01528845480439498,10.096,10.186,10.147,161.09486166666667,14.104352687792893,146.29,191.63,156.27,109.231708,47.48537638134937,0.0,167.38,129.99,1.9941411666666666,0.9481977234341785,0.0,9.914,2.32,10.076393166666666,0.023167521281152,10.007,10.136,10.077,9.849718333333334,0.021361477383556333,9.791,9.894,9.849,9.732195666666666,0.021506878098021046,9.668,9.779,9.731,58.68298333333334,23.685047443261496,0.0,78.697,68.429,36.21576666666667,0.14280914924242175,35.918,36.41,36.246,41.85656666666667,0.05505786375788379,41.711,41.922,41.883,39.089483333333334,0.07289311693963083,39.004,39.223,39.094,31.176266666666667,0.03963471627832616,31.117,31.227,31.158,0.54665,0.021932736155214107,0.516,0.601,0.5415000000000001,100,80,0,100,0
2041,47.282900000000005,0.23349857183898903,46.844,47.914,47.258,2.1713333333333336,0.02085435098012528,2.134,2.219,2.167,2541.123,188.58517590847046,2338.8,2951.4,2477.6,6.674921666666666,3.0277929093704476,0.0,19.948,7.829,10.142890000000001,0.013743703369319153,10.097,10.183,10.143,161.08883,14.116953940653435,146.39,191.66,156.28,109.23596866666668,47.484856892659685,0.0,167.41,130.04,1.9892438333333333,0.9447199461611632,0.0,9.766,2.305,10.071131666666666,0.023309888224464358,9.998,10.138,10.072,9.843927166666667,0.02115718474616463,9.788,9.894,9.843,9.7274755,0.021387916531980904,9.667,9.778,9.727,58.5852,23.710080775906267,0.0,78.495,68.3635,36.23156666666667,0.15402711258875812,35.906,36.426,36.251999999999995,41.858716666666666,0.05615357020108273,41.727,41.93,41.885000000000005,39.09145,0.0757076054661805,39.004,39.262,39.086,31.149366666666666,0.014278069786777101,31.109,31.187,31.148,0.5483333333333333,0.02382255494890901,0.503,0.598,0.545,100,80,0,100,0
2042,47.28606666666667,0.23719654059462536,46.936,47.787,47.217,2.171,0.02053686226920783,2.144,2.215,2.166,2540.7408,188.49281579314496,2338.0,2949.4,2477.4,6.6826,3.033248408309292,0.0,19.849,7.825,10.145113333333335,0.015926180571674775,10.091,10.192,10.145,161.099725,14.10208169239741,146.37,191.6,156.31,109.24693516666667,47.488562383762556,0.0,167.52,130.085,1.9926923333333335,0.9444247976277854,0.0,9.609,2.32,10.0713495,0.02449178755609837,9.996,10.134,10.072,9.8432025,0.022478034554261162,9.774,9.893,9.842,9.728309,0.022674593900113307,9.658,9.781,9.727,58.68946666666667,23.69987913111327,0.0,78.601,68.33500000000001,36.24321666666666,0.1490513609199544,35.93,36.437,36.254,41.85295,0.06362454088942332,41.668,41.941,41.883,39.09193333333334,0.08006392925882447,38.992,39.262,39.086,31.150166666666667,0.012011529301392498,31.117,31.176,31.156,0.5491166666666667,0.025943283423696804,0.512,0.606,0.542,100,80,0,100,0
2043,47.31305,0.22216724689571363,46.981,47.676,47.282,2.1700166666666667,0.019674031465978147,2.142,2.203,2.166,2539.9145,188.5972633887082,2339.8,2949.6,2475.6,6.686235,3.0521868483712824,0.0,19.434,7.83,10.142925,0.014035943901354958,10.103,10.191,10.142,161.098415,14.090539495999497,146.35,191.7,156.3,109.22759083333334,47.503385115206775,0.0,167.36,130.06,1.9915638333333332,0.946328571842932,0.0,9.773,2.305,10.070233,0.023348802369613723,9.998,10.13,10.07,9.842049166666666,0.02143049136858423,9.783,9.89,9.842,9.726338166666666,0.021589252556382117,9.662,9.776,9.726,58.795683333333336,23.67443431965481,0.0,78.465,68.4,36.231633333333335,0.14991126942482844,35.914,36.414,36.246,41.84953333333333,0.06226146798366383,41.727,41.926,41.885000000000005,39.08708333333333,0.07008669973843447,38.996,39.199,39.086,31.142116666666666,0.011475975888735668,31.109,31.16,31.145,0.55015,0.023080423137442404,0.508,0.595,0.5455000000000001,100,80,0,100,0
2044,47.17933333333334,0.3633820264888491,46.573,47.9,47.17,2.16375,0.024403823679282177,2.123,2.215,2.1565000000000003,2538.7693666666664,187.49128169522373,2337.6,2945.6,2477.6,6.696015,3.045715460975255,0.0,19.958,7.8345,10.13872,0.015332320984702686,10.089,10.185,10.14,161.008015,14.057807171349848,146.41,191.67,156.28,109.42161216666666,47.27721003727445,0.0,167.38,130.01,1.9984233333333332,0.9454546309573808,0.0,9.781,2.32,10.066950833333333,0.024009674995458172,9.991,10.13,10.067,9.840797833333333,0.021838783178416775,9.778,9.888,9.84,9.724740166666667,0.022246890584128445,9.657,9.774,9.724,59.09578333333333,23.65092764876624,0.0,78.004,68.398,36.225366666666666,0.15674398500790018,35.863,36.422,36.246,41.8566,0.05405966571878478,41.738,41.949,41.883,39.08988333333333,0.07527623517366307,39.004,39.262,39.09,31.17073333333333,0.04070849936934663,31.109,31.234,31.156,0.5485666666666666,0.022946043318071273,0.515,0.594,0.543,100,90,0,100,0
2045,47.202400000000004,0.3355916707719729,46.596,47.833,47.158,2.1668166666666666,0.023465439185282582,2.134,2.217,2.153,2538.274366666667,188.10941344911726,2336.0,2947.6,2475.8,6.6942200000000005,3.0315690541065305,0.0,19.378,7.828,10.137333333333332,0.014417767126145977,10.079,10.194,10.139,161.01425,14.059807722833202,146.38,191.71,156.28,109.433567,47.279634626798625,0.0,167.4,129.97,1.9950961666666664,0.9418109294809611,0.0,9.82,2.305,10.069454499999999,0.02372233240203459,9.988,10.13,10.07,9.841470666666666,0.021681547172732737,9.773,9.889,9.841,9.725112833333334,0.02198118052687324,9.656,9.776,9.724,59.105916666666666,23.662256576982927,0.0,78.582,68.3785,36.21905,0.1427590627595933,35.906,36.434,36.25,41.857283333333335,0.061029609836830916,41.727,41.953,41.887,39.09205,0.08014127885347952,38.996,39.262,39.09,31.1619,0.03322634241845908,31.117,31.227,31.156,0.5442,0.01919374898241615,0.503,0.578,0.5475000000000001,100,90,0,100,0
2046,47.03021666666667,0.23044320537597274,46.632,47.603,47.001999999999995,2.1684666666666668,0.017818735775378857,2.139,2.196,2.168,2539.4056,187.82891147345967,2337.8,2946.4,2475.8,6.692768333333333,3.0311464122150817,0.0,19.386,7.824,10.136845,0.015024997812494447,10.091,10.186,10.138,161.02186333333333,14.057664262437397,146.4,191.65,156.27,109.443765,47.27856633667357,0.0,167.32,129.985,2.0002578333333334,0.9430202881694982,0.0,9.828,2.32,10.072401833333334,0.02380165504965398,9.998,10.13,10.073,9.842363333333333,0.02141400045433301,9.785,9.895,9.842,9.727436,0.02164207246430496,9.663,9.778,9.726,59.05003333333333,23.639061838597566,0.0,78.501,68.33500000000001,36.19173333333333,0.13846860583634849,35.848,36.352,36.24,41.85926666666667,0.0675227185036547,41.707,41.965,41.885000000000005,39.08383333333334,0.06833892770265186,38.996,39.207,39.082,31.149483333333333,0.012912340263229937,31.121,31.172,31.156,0.5514833333333333,0.018822535777820767,0.509,0.591,0.555,100,90,0,100,0
2047,46.90145,0.2959457935363571,46.231,47.412,46.894999999999996,2.1630499999999997,0.023796755938999943,2.123,2.214,2.155,2537.0737,187.78326212391534,2337.0,2945.6,2474.2,6.692776666666667,3.028121313830465,0.0,19.658,7.8335,10.13964,0.016700356378593757,10.089,10.201,10.141,161.027145,14.053437737828217,146.38,191.63,156.28,109.45397133333333,47.282124905180595,0.0,167.45,129.99,1.9919441666666664,0.9400926112546574,0.0,9.883,2.305,10.076841666666667,0.024715630836041176,9.997,10.137,10.077,9.847605666666666,0.02289192378513854,9.781,9.896,9.847,9.7311485,0.02308211959773456,9.66,9.783,9.73,59.08971666666666,23.664692749291326,0.0,78.258,68.485,36.182649999999995,0.13485445072876368,35.84,36.344,36.246,41.86631666666667,0.044411210856241425,41.75,41.93,41.895,39.08015,0.07638546871302178,38.992,39.246,39.076,31.16405,0.0332516980578273,31.109,31.227,31.156,0.5481833333333334,0.020153219591097785,0.506,0.596,0.544,100,90,0,100,0
2048,47.040216666666666,0.2454138733019014,46.686,47.633,47.013,2.1715166666666668,0.02089805089173262,2.138,2.221,2.1695,2537.9975333333336,187.68800126331558,2338.0,2949.6,2475.8,6.695801666666667,3.0288751134844927,0.0,19.6,7.829,10.144335,0.014721548207849848,10.096,10.2,10.145,161.031215,14.059106311764294,146.4,191.69,156.3,109.46845983333333,47.27072424726048,0.0,167.4,130.005,1.9965411666666666,0.9440889470605859,0.0,9.656,2.32,10.083608,0.023979188954534013,10.0,10.152,10.084,9.851288666666667,0.02230862951222838,9.784,9.908,9.85,9.734784,0.022476978142626475,9.665,9.788,9.733,59.10811666666667,23.677334591525277,0.0,78.66,68.337,36.15786666666667,0.1459263183784278,35.836,36.332,36.227,41.84388333333333,0.0686610667729226,41.727,41.922,41.875,39.08531666666667,0.0764257680537049,38.992,39.254,39.086,31.1444,0.010530343564822546,31.117,31.16,31.145,0.5461666666666667,0.021978546293491347,0.513,0.619,0.543,100,90,0,100,0
2049,46.947316666666666,0.24420007715726155,46.427,47.368,46.876,2.162783333333333,0.021115575154948704,2.119,2.201,2.1555,2537.5764,187.7945729158391,2338.0,2947.8,2475.6,6.694834999999999,3.028144387546281,0.0,19.52,7.831,10.143635,0.015768201185115734,10.087,10.191,10.144,161.02130833333334,14.062930530563207,146.37,191.63,156.305,109.43952100000001,47.28106468377003,0.0,167.34,130.04500000000002,2.0024086666666667,0.9446477602207257,0.0,9.742,2.32,10.082760666666667,0.02303887695174303,10.013,10.145,10.083,9.849886833333334,0.02127722130973696,9.794,9.901,9.849,9.735103166666667,0.021173755247727948,9.679,9.785,9.734,59.099799999999995,23.668755249147928,0.0,78.603,68.3375,36.16,0.14821868863613305,35.84,36.34,36.234,41.84288333333333,0.07031818523783086,41.695,41.926,41.875,39.05681666666667,0.0730765773568503,38.937,39.18,39.016000000000005,31.14195,0.012218941949811374,31.105,31.168,31.145,0.5458166666666667,0.02759850872086785,0.498,0.613,0.54,100,90,0,100,0
2050,47.12403333333334,0.42672954030038485,46.504,47.875,47.175,2.1700999999999997,0.028655581879999545,2.125,2.221,2.169,2537.839966666667,188.0049370239758,2337.8,2951.6,2475.4,6.6883783333333335,3.0222678687228237,0.0,19.688,7.829,10.142018333333334,0.01502834263515007,10.1,10.196,10.142,161.02356833333334,14.064372086138867,146.39,191.63,156.28,109.4483035,47.2852329845918,0.0,167.48,130.03,2.0015005,0.943681764621188,0.0,9.742,2.32,10.0766745,0.023600347013271565,10.005,10.134,10.077,9.847027333333333,0.02156037401909901,9.784,9.896,9.846,9.731488,0.021630229629052852,9.66,9.783,9.731,59.01273333333334,23.65564304545081,0.0,78.542,68.4425,36.16576666666666,0.14984810011255656,35.84,36.344,36.242000000000004,41.82415,0.07993977075995089,41.645,41.922,41.836,39.05993333333333,0.08290833546993177,38.949,39.207,39.016000000000005,31.111716666666666,0.046054165481439105,31.039,31.172,31.137,0.5471166666666666,0.020997248945441322,0.516,0.591,0.5455000000000001,100,90,0,100,0
2051,46.9276,0.24858843530922947,46.535,47.508,46.853,2.1619499999999996,0.021354493831033796,2.131,2.199,2.154,2536.6529,188.52418761653766,2336.0,2949.6,2473.6,6.695193333333333,3.029671527062309,0.0,19.491,7.8285,10.141473333333334,0.015016050029432062,10.096,10.193,10.142,161.03348166666666,14.055119894918843,146.38,191.63,156.31,109.4409535,47.27864812749829,0.0,167.41,130.03,1.9987583333333332,0.9463229567402618,0.0,9.773,2.32,10.080785,0.023790511548520767,10.002,10.145,10.081,9.850619166666668,0.022012986195256552,9.788,9.9,9.849,9.734171,0.021576384058925088,9.671,9.792,9.733,59.138533333333335,23.676731702612887,0.0,78.34,68.386,36.17896666666666,0.14604642478366262,35.836,36.352,36.246,41.82426666666667,0.08167751109828311,41.652,41.922,41.8455,39.04973333333333,0.07999764120816047,38.937,39.195,39.02,31.1438,0.015436913716307165,31.078,31.168,31.148,0.5457500000000001,0.017735939764276187,0.516,0.59,0.546,100,90,0,100,0
2052,46.88381666666667,0.29314371391119887,46.452,47.407,46.83,2.159383333333333,0.024637777020201836,2.125,2.204,2.1525,2536.2911333333336,186.83287361121953,2338.0,2944.6,2473.8,6.699111666666667,3.03741867263174,0.0,19.338,7.831,10.146216666666666,0.015848080587863488,10.096,10.194,10.146,161.01945166666667,14.037069000816341,146.34,191.66,156.3,109.42137333333334,47.29795132216086,0.0,167.44,129.89999999999998,2.0000651666666664,0.9423564974120335,0.0,9.602,2.32,10.085244,0.024429188720534508,10.009,10.147,10.086,9.856471166666667,0.0222580338750848,9.792,9.906,9.855,9.740297333333332,0.022163659389224415,9.675,9.788,9.74,59.1663,23.695151908697927,0.0,78.377,68.488,36.15998333333334,0.14649607985344623,35.848,36.352,36.211,41.82808333333333,0.07875133394978477,41.672,41.914,41.848,39.044583333333335,0.0827877194828775,38.93,39.184,39.012,31.144616666666664,0.015408661076100897,31.07,31.172,31.148,0.5463333333333333,0.016316433087552096,0.512,0.587,0.5475000000000001,100,90,0,100,0
2053,46.93716666666667,0.25416777901025434,46.502,47.501,46.933,2.1582333333333334,0.022158417818652774,2.122,2.203,2.152,2538.3944,187.32111878330966,2339.8,2949.4,2475.8,6.694681666666667,3.018962408461454,0.0,19.761,7.84,10.142528333333333,0.014689071172430327,10.091,10.191,10.143,161.03502666666668,14.059104023144954,146.37,191.67,156.28,109.47201249999999,47.27118629596315,0.0,167.4,130.075,1.9990321666666666,0.9432702961544149,0.0,9.609,2.32,10.086200666666667,0.023167819438433032,10.011,10.143,10.087,9.8556445,0.02135614979201691,9.798,9.907,9.854,9.739523166666666,0.021455384379964672,9.676,9.785,9.738,59.05508333333333,23.669594198788253,0.0,78.381,68.4245,36.16203333333333,0.1359036257067001,35.848,36.34,36.2125,41.838366666666666,0.07012627029374674,41.695,41.914,41.883,39.034816666666664,0.08550180722971519,38.926,39.184,39.012,31.13296666666667,0.03139306123628804,31.051,31.168,31.145,0.5519166666666667,0.025223940515733116,0.501,0.61,0.5485,100,90,0,100,0
