Ciclo,CE_media,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
1889,46.69061666666666,46.404,47.113,46.6205,2.147683333333333,0.0165165470871977,2.121,2.182,2.141,2552.038966666667,187.23180390360332,2353.8,2965.4,2490.0,6.514355,2.95971478439787,20.479,7.601,10.172855,0.015361008298932,10.122,10.236,10.172,160.57456666666667,14.054483989066153,145.96,191.44,155.88,109.31894183333333,47.01506584660795,0.0,167.09,129.675,1.94836,0.92709045595288,0.0,9.773,2.25,10.103385,0.0240006412441396,10.024,10.163,10.103,9.870953333333334,9.801,9.923,9.87,9.7546745,9.684,9.804,9.753,57.0237,22.882904287269557,0.0,76.746,65.9385,36.10573333333333,0.1381848266912184,35.828,36.254,36.17,41.69851666666667,0.0908514323957599,41.559,41.828,41.725,38.9756,0.0632456068012766,38.914,39.102,38.945,31.143416666666667,0.0162619360769775,31.07,31.168,31.148,0.53515,0.0225650284394807,0.5,0.598,0.5335000000000001,100,100,1,115,0
1890,46.77323333333333,46.474,47.125,46.7645,2.1475500000000003,0.0153539317550581,2.127,2.18,2.1425,2543.0011666666664,186.66584426422185,2344.0,2963.8,2481.6,6.707005,3.0180890412217667,20.218,7.837,10.17503,0.0149320922500797,10.122,10.232,10.176,160.962575,13.984984038215092,146.43,191.59,156.33,109.57002116666666,47.13712219662496,0.0,167.32,129.875,2.0063545,0.9494980478759468,0.0,9.828,2.32,10.107346666666666,0.0233364004683698,10.032,10.171,10.108,9.875430833333333,9.811,9.922,9.875,9.759158833333334,9.693,9.809,9.758,59.08898333333333,23.691981779934206,0.0,78.863,68.4425,36.104400000000005,0.1407805360198372,35.82,36.25,36.168,41.719100000000005,0.0937484372751094,41.562,41.844,41.742,38.97555,0.0608104654797553,38.914,39.113,38.945,31.143666666666665,0.0156212227072669,31.105,31.168,31.148,0.5369833333333334,0.0240786083179878,0.493,0.59,0.534,100,100,0,115,1
1891,46.99036666666667,46.395,47.697,46.942,2.151483333333333,0.0228736334530529,2.127,2.206,2.142,2544.7847666666667,188.12648375563808,2343.8,2951.6,2479.8,6.660313333333334,3.059720023606785,20.479,7.831,10.174468333333332,0.0148566549920044,10.129,10.236,10.174,161.22656333333333,14.140540738295094,146.4,191.73,156.33,108.96724416666666,47.75852278740782,0.0,167.2,129.93,1.9923435,0.95901555304363,0.0,9.695,2.32,10.101998833333331,0.022543517922875,10.034,10.159,10.102,9.8700625,9.816,9.918,9.868,9.7543885,9.698,9.806,9.753,58.01745,24.083416008211465,0.0,78.897,68.38749999999999,36.1171,0.149093384454627,35.836,36.332,36.17,41.7221,0.0905376969900957,41.562,41.848,41.7385,38.98921666666667,0.0809214081302707,38.914,39.184,38.953,31.14508333333333,0.0158801567539838,31.094,31.168,31.148,0.5401666666666667,0.0274505204585692,0.499,0.598,0.535,100,73,0,115,0
1892,47.27075,46.694,48.159,47.1955,2.1660666666666666,0.0279720603136788,2.129,2.232,2.158,2544.3197,188.11586265262267,2343.0,2951.6,2479.6,6.661321666666667,3.067693082150548,20.479,7.8365,10.176151666666666,0.014732744261611,10.129,10.223,10.1765,161.20423166666666,14.142331628847886,146.4,191.63,156.31,108.95509183333331,47.76483897966002,0.0,167.23,129.815,1.9968188333333332,0.9583508001012186,0.0,9.727,2.32,10.0985425,0.0228127142270469,10.03,10.16,10.098,9.868027333333332,9.809,9.923,9.867,9.751682,9.693,9.805,9.752,57.968516666666666,24.235867010393516,0.0,79.191,68.39699999999999,36.126333333333335,0.1570878699010682,35.828,36.332,36.182,41.7278,0.0941730826272886,41.574,41.867,41.727,39.010016666666665,0.0793213784136743,38.91,39.187,38.9785,31.10605,0.0468681616480848,31.027,31.172,31.137,0.5395833333333333,0.0240206772979678,0.497,0.602,0.5335000000000001,100,73,0,115,0
1893,47.19591666666667,46.671,48.101,47.072,2.163566666666666,0.0257170830690796,2.129,2.23,2.153,2544.956166666667,188.15828803305803,2343.8,2951.4,2480.0,6.660915,3.0679378713416545,20.479,7.8395,10.174643333333334,0.0136665313456122,10.133,10.221,10.174,161.19673166666666,14.14131916239108,146.38,191.67,156.31,108.9951165,47.736375656600266,0.0,167.62,130.04,1.9970168333333331,0.9587534583591466,0.0,9.914,2.32,10.097718166666668,0.0231469803737365,10.02,10.157,10.098,9.8655685,9.807,9.915,9.865,9.750306,9.686,9.802,9.75,57.963,24.1697331310695,0.0,78.851,68.459,36.14686666666667,0.1425284350656384,35.828,36.34,36.2035,41.7658,0.1046320105279366,41.574,41.914,41.76,39.0122,0.0767975105528718,38.91,39.18,38.982,31.123416666666667,0.0363701738794658,31.043,31.168,31.137,0.5397833333333334,0.0266178808683356,0.492,0.603,0.535,100,73,0,115,0
1894,47.15113333333333,46.777,47.696,47.078,2.161666666666666,0.0218062863480643,2.128,2.208,2.156,2543.172666666667,188.484384835394,2343.8,2951.4,2478.6,6.658493333333333,3.068876850221472,20.479,7.832000000000001,10.17052,0.0139099032712329,10.127,10.216,10.171,161.20174833333334,14.150658707293692,146.31,191.73,156.3,108.97758516666669,47.74298406483039,0.0,167.53,129.995,1.9964606666666664,0.960775242688969,0.0,9.711,2.32,10.095969166666666,0.0229371002468406,10.03,10.159,10.095,9.861509166666666,9.807,9.917,9.861,9.745355333333332,9.687,9.797,9.745,57.963033333333335,24.194637170856243,0.0,78.977,68.4145,36.1569,0.1513567678911009,35.828,36.344,36.2105,41.79968333333333,0.0947107088009699,41.602,41.922,41.818,39.02315,0.0802145058524435,38.902,39.187,38.996,31.138666666666666,0.0101758548829505,31.109,31.16,31.137,0.5368166666666667,0.0234415910742081,0.504,0.609,0.529,100,73,0,115,0
1895,47.23116666666667,46.904,48.134,47.1285,2.16605,0.0216774701444705,2.134,2.225,2.1575,2541.4471333333336,188.47455993247425,2340.0,2947.8,2477.4,6.663606666666667,3.055440676591374,20.479,7.8355,10.171181666666666,0.0151658168443553,10.116,10.229,10.171,161.225665,14.131959601253785,146.43,191.76,156.34,108.98566066666667,47.76170054428189,0.0,167.38,129.93,1.9952863333333333,0.9586632849418664,0.0,9.836,2.32,10.0918735,0.0232436272725396,10.016,10.151,10.092,9.858606833333337,9.798,9.913,9.857,9.742543,9.679,9.792,9.743,58.105133333333335,24.1372209790624,0.0,79.283,68.45949999999999,36.176566666666666,0.1493321138469163,35.836,36.34,36.234,41.81973333333334,0.0846187595233883,41.613,41.914,41.83,39.03998333333333,0.0809612779733245,38.949,39.187,39.012,31.1332,0.0117065822423369,31.105,31.148,31.133,0.5408666666666666,0.0262203612605312,0.508,0.612,0.5335000000000001,100,73,0,115,0
1896,47.19355,46.808,47.676,47.1255,2.1667666666666667,0.0211550904774087,2.135,2.208,2.159,2541.692833333333,188.1546486730381,2339.8,2949.6,2477.6,6.65601,3.066896744697761,20.429,7.8365,10.170796666666666,0.0149624568196204,10.118,10.229,10.171,161.211525,14.13173737695604,146.33,191.68,156.34,108.9647185,47.761182507450734,0.0,167.43,129.94,1.9929755,0.9564694639867026,0.0,9.602,2.32,10.087956,0.023411693984756,10.016,10.152,10.088,9.856460833333331,9.795,9.908,9.855,9.739891666666669,9.675,9.792,9.74,57.995333333333335,24.28588630004125,0.0,79.086,68.5455,36.176233333333336,0.1427973990489361,35.836,36.332,36.236,41.82346666666667,0.0772050904325654,41.664,41.922,41.836,39.04156666666667,0.0814779509878307,38.937,39.199,39.02,31.140416666666667,0.0140776197750577,31.09,31.16,31.145,0.53415,0.0257107937499843,0.489,0.595,0.5265,100,73,0,115,0
1897,47.30438333333333,46.986,47.707,47.2545,2.176416666666667,0.0208808497673261,2.144,2.217,2.1695,2542.3832,189.2420017340138,2341.8,2955.6,2477.6,6.660401666666667,3.0620090506137685,20.39,7.832000000000001,10.169485,0.0139136296540574,10.121,10.213,10.169,161.20207833333333,14.142153033134514,146.42,191.69,156.31,108.958063,47.76904166273312,0.0,167.22,129.825,1.987354,0.9553652476810884,0.0,9.602,2.305,10.0844035,0.0233941638498503,10.015,10.143,10.084,9.851964333333331,9.792,9.905,9.851,9.7373605,9.676,9.786,9.736,58.03361666666667,24.209341310351128,0.0,79.176,68.6345,36.18291666666666,0.1407949936112371,35.836,36.352,36.234,41.827850000000005,0.074736333142086,41.664,41.914,41.838,39.07163333333334,0.0745046845681449,38.953,39.199,39.031,31.140283333333333,0.0129616012646828,31.105,31.156,31.145,0.5407166666666666,0.0224635989288484,0.506,0.606,0.533,100,73,0,115,0
1898,47.37086666666666,46.964,47.945,47.317,2.172633333333333,0.0206068662793041,2.138,2.214,2.1665,2542.488866666667,188.5664096930484,2340.0,2949.8,2477.8,6.66368,3.071263859894678,20.479,7.837,10.17231,0.0146634099940784,10.118,10.218,10.173,161.20905166666668,14.147149681991792,146.35,191.66,156.31,109.01071383333334,47.73001430688976,0.0,167.3,129.94,1.9854015,0.9565146947945826,0.0,9.828,2.305,10.086782166666666,0.0237926682786158,10.005,10.148,10.087,9.855088666666669,9.788,9.908,9.854,9.739753666666669,9.672,9.788,9.74,58.050716666666666,24.227249979360632,0.0,79.156,68.5555,36.19288333333333,0.1432165708226244,35.836,36.344,36.238,41.83465,0.0751120800954811,41.691,41.926,41.846,39.06816666666667,0.0824311046004392,38.937,39.227,39.023,31.14333333333333,0.0183281451313221,31.051,31.172,31.1465,0.5383,0.0258104564279082,0.499,0.601,0.533,100,73,0,115,0
1899,47.168933333333335,46.583,47.609,47.146,2.162616666666666,0.014218741114109,2.13,2.186,2.16,2542.443733333333,188.568445373276,2339.8,2949.0,2477.6,6.66247,3.0743791803670653,20.479,7.84,10.170315,0.0148273010500006,10.12,10.221,10.171,161.19865833333333,14.147468146600971,146.22,191.67,156.31,109.00553783333332,47.7302641463095,0.0,167.43,129.93,1.9899391666666664,0.9584968990648268,0.0,9.898,2.32,10.089268833333334,0.0228140375359193,10.02,10.146,10.089,9.858371333333334,9.796,9.908,9.858,9.741747166666666,9.681,9.79,9.741,58.007200000000005,24.264633336244195,0.0,79.199,68.5295,36.19435,0.1501881108612432,35.828,36.41,36.234,41.84243333333333,0.0695662997183068,41.664,41.922,41.887,39.06101666666667,0.0758230526339693,38.941,39.211,39.037,31.17403333333333,0.0421373728665002,31.117,31.227,31.148,0.5415333333333334,0.024840144290273,0.503,0.599,0.5355000000000001,100,73,0,115,0
1900,47.26943333333334,46.655,47.696,47.269000000000005,2.173483333333333,0.0187205059929683,2.141,2.212,2.167,2542.3769,188.40037247781908,2340.8,2950.4,2477.6,6.670381666666667,3.052141877884301,20.363,7.831,10.17016,0.0142807901840357,10.129,10.222,10.17,161.18679333333333,14.136718356285266,146.39,191.69,156.26,108.97238966666669,47.75129341159847,0.0,167.41,129.79,1.9997855,0.960204325936762,0.0,9.656,2.328,10.0855735,0.0234787238330505,10.008,10.145,10.086,9.853017,9.794,9.9,9.851,9.737728833333334,9.662,9.785,9.738,58.18371666666667,24.031357777147694,0.0,79.084,68.432,36.2027,0.1443372111012076,35.828,36.414,36.234,41.87018333333334,0.060256370833201,41.727,41.957,41.900000000000006,39.0709,0.0711486150513706,38.957,39.187,39.039,31.14813333333333,0.0297779731280635,31.105,31.227,31.145,0.5337333333333334,0.0213198933652901,0.493,0.588,0.531,100,73,0,115,0
1901,47.17301666666666,46.583,47.749,47.2465,2.168333333333333,0.0244918988105173,2.127,2.208,2.1645000000000003,2541.145133333333,187.58730414332985,2340.8,2949.4,2477.8,6.685705,3.046969856017749,19.984,7.8355,10.166645,0.0147532506816678,10.123,10.227,10.165,161.09790166666667,14.09075521435076,146.26,191.73,156.31,109.2414995,47.48651768603378,0.0,167.34,129.9,2.002088333333333,0.957092822026968,0.0,9.906,2.32,10.083263166666669,0.0232679137284321,10.01,10.146,10.084,9.850414,9.792,9.902,9.849,9.734838333333332,9.67,9.784,9.733,58.65526666666667,23.71723553707101,0.0,78.995,68.3655,36.20081666666667,0.1345055592911517,35.914,36.352,36.238,41.88871666666667,0.0622703487037262,41.75,41.996,41.900000000000006,39.08068333333333,0.071433385269588,38.996,39.184,39.078,31.16443333333333,0.0374782950368606,31.117,31.227,31.148,0.5335,0.0201641568219199,0.499,0.572,0.5305,100,80,0,115,0
1902,47.0413,46.56,47.781,47.0975,2.1631333333333336,0.0204893247662903,2.131,2.209,2.161,2541.3871333333336,187.60782315866643,2340.0,2949.6,2477.8,6.692756666666667,3.054167055810288,19.95,7.839,10.16603,0.0144177744595764,10.118,10.209,10.167,161.09026333333333,14.098382831507056,146.31,191.69,156.3,109.2204815,47.48992637553629,0.0,167.35,129.94,2.0057555,0.9572138789849588,0.0,9.766,2.328,10.082071833333332,0.0238363735096044,10.004,10.141,10.083,9.849883666666669,9.786,9.903,9.849,9.7342795,9.663,9.785,9.733,58.7381,23.70677343792883,0.0,79.213,68.405,36.19823333333333,0.1442061103417163,35.84,36.355,36.238,41.89383333333333,0.0575897727109977,41.762,41.984,41.906,39.08806666666667,0.0755956833730078,38.996,39.227,39.086,31.19053333333333,0.0428341170321128,31.109,31.234,31.215,0.53185,0.022374944370729,0.497,0.582,0.525,100,80,0,115,0
1903,46.98898333333333,46.573,47.829,46.913,2.1616500000000003,0.0207264875976514,2.125,2.204,2.158,2542.4447333333333,187.83537698492844,2341.8,2953.8,2479.4,6.692295,3.0532443640417286,19.901,7.8345,10.167433333333332,0.0145457274092905,10.123,10.218,10.167,161.09020666666666,14.09267734498114,146.33,191.65,156.3,109.22926766666669,47.48301775307151,0.0,167.44,129.85000000000002,1.9930856666666663,0.9520232891330604,0.0,9.742,2.305,9.360767333333332,2.593558418481825,0.0,10.145,10.077,9.849049166666669,9.789,9.9,9.848,9.733215,9.672,9.785,9.733,58.728566666666666,23.701394494743976,0.0,79.11,68.4285,36.2093,0.1563181566603675,35.82,36.41,36.238,41.8962,0.0554390182611726,41.781,41.984,41.902,39.09263333333333,0.0727044088996359,39.004,39.262,39.088,31.205116666666665,0.0286060866266325,31.129,31.238,31.215,0.54225,0.0201297696737604,0.511,0.592,0.54,100,80,0,115,0
1904,47.47173333333333,46.936,48.047,47.4805,2.1750833333333333,0.0183370437950405,2.145,2.221,2.1725000000000003,2542.2102666666665,187.3093586927906,2343.8,2949.4,2479.4,6.69586,3.068522143852345,19.462,7.838,10.168461666666667,0.0156544018639616,10.111,10.222,10.169,161.10025666666667,14.066423742857124,146.33,191.63,156.34,109.22688,47.50344389717388,0.0,167.45,129.95499999999998,1.9873526666666668,0.9475681980071584,0.0,9.687,2.305,1.0158041666666666,0.6879268970745295,0.0,3.755,0.964,9.85276,9.788,9.905,9.851,9.7371015,9.665,9.787,9.736,58.79058333333333,23.677652368233296,0.0,78.949,68.4805,36.21945,0.1535088387009761,35.828,36.422,36.246,41.90436666666667,0.0569935966271495,41.754,41.984,41.91,39.09395,0.0664528442466824,38.996,39.215,39.086,31.14958333333333,0.0139882416319867,31.109,31.172,31.152,0.5383333333333333,0.0233997440712257,0.503,0.593,0.5335000000000001,100,80,0,115,0
1905,47.39836666666667,46.806,48.059,47.3565,2.169966666666667,0.0208318259341664,2.132,2.219,2.163,2542.529066666667,187.31631130757305,2341.8,2949.4,2479.6,6.698285,3.0705007613282214,19.6,7.837,10.17152,0.0148519550097835,10.126,10.214,10.172,161.12974666666668,14.068232387057078,146.43,191.65,156.31,109.24357433333331,47.501023815837165,0.0,167.32,129.82999999999998,1.996698,0.953230086283245,0.0,9.742,2.32,1.380619,0.5749309191250384,0.717,5.598,1.269,9.850286833333334,9.786,9.901,9.849,9.735212333333331,9.67,9.785,9.734,58.80388333333334,23.68233085692088,0.0,78.99,68.4825,36.222166666666666,0.1501812652409679,35.906,36.414,36.246,41.89415,0.0564232867541002,41.738,41.996,41.91,39.09976666666667,0.0763574037493701,38.992,39.254,39.09,31.17588333333333,0.0411422055005118,31.109,31.238,31.156,0.5428166666666667,0.0282617857021357,0.504,0.622,0.532,100,80,0,115,0
1906,47.50476666666667,46.853,48.14,47.6115,2.176483333333333,0.0234329130162975,2.132,2.225,2.18,2541.4672,187.32948625411345,2341.0,2949.6,2477.6,6.693803333333333,3.0663026820943924,19.447,7.8395,10.170663333333334,0.0151878605274484,10.119,10.227,10.171,161.10688333333334,14.07724135761062,146.42,191.66,156.31,109.22321733333334,47.49800873671552,0.0,167.38,129.95,1.9908206666666663,0.9517702486808144,0.0,9.773,2.305,1.1227026666666666,0.8531289674479098,0.0,4.034,1.17,9.847092833333331,9.783,9.898,9.846,9.731994166666668,9.664,9.78,9.731,58.80641666666667,23.71041873636893,0.0,79.368,68.437,36.22631666666667,0.1544799358006515,35.836,36.41,36.2775,41.88825,0.0544194709048032,41.723,41.977,41.902,39.12153333333333,0.0640684132932918,39.004,39.273,39.098,31.17333333333333,0.0359852449360467,31.117,31.238,31.16,0.5351166666666667,0.0276724740348425,0.489,0.596,0.525,100,80,0,115,0
1907,47.45341666666666,46.815,48.116,47.403,2.17375,0.0251420540401125,2.131,2.222,2.176,2541.3794000000003,187.30951087558455,2340.0,2947.6,2477.8,6.694111666666667,3.071288898007194,19.671,7.833,10.168596666666668,0.0147255580195534,10.129,10.21,10.169,161.11730333333333,14.078970561207,146.41,191.7,156.31,109.24407233333334,47.49930942969411,0.0,167.28,129.875,1.9938225,0.9536520413807906,0.0,10.016,2.305,0.1881281666666666,0.2621766462500908,0.0,0.927,0.05,9.846316,9.785,9.894,9.846,9.730740333333332,9.665,9.781,9.73,58.80454999999999,23.68649477357244,0.0,79.1,68.39750000000001,36.23715,0.1485180837017495,35.918,36.414,36.248000000000005,41.8866,0.0602489749543623,41.723,41.98,41.898,39.12318333333334,0.0729939611309145,39.004,39.273,39.098,31.18753333333333,0.0401376726824277,31.117,31.234,31.215,0.53495,0.0231307448200917,0.503,0.596,0.528,100,80,0,115,0
1908,47.22205,46.666,47.699,47.2305,2.1621666666666663,0.019562300882545,2.128,2.204,2.1605,2540.734066666667,187.4000381941825,2341.8,2949.6,2477.6,6.69238,3.0648916964200623,19.509,7.8335,10.168901666666669,0.0158028968801696,10.124,10.214,10.169,161.11454666666668,14.084810355187956,146.43,191.73,156.3,109.23765233333332,47.50441566572957,0.0,167.33,129.95,1.9950646666666667,0.9527392888457517,0.0,9.797,2.305,1.2028463333333337,0.958927177253365,0.534,5.866,0.769,9.8486945,9.783,9.898,9.848,9.734803666666666,9.663,9.783,9.733,58.80618333333334,23.696608968224503,0.0,79.289,68.55199999999999,36.24625,0.1504914688724576,35.906,36.414,36.2945,41.90433333333333,0.0626114373768484,41.75,41.996,41.914,39.1123,0.0686028363301567,38.996,39.262,39.09,31.222966666666665,0.0177715890828916,31.195,31.309,31.223,0.5355666666666666,0.0242964506486912,0.5,0.592,0.5275000000000001,100,80,0,115,0
1909,47.1029,46.393,47.802,47.0825,2.161016666666667,0.0243216383164345,2.115,2.204,2.157,2541.3449,187.1624519356364,2341.8,2949.4,2477.8,6.691721666666666,3.074133859453797,20.062,7.8255,10.166458333333331,0.0144507082468973,10.12,10.227,10.166,161.11985833333333,14.076921048805518,146.43,191.69,156.31,109.23990066666666,47.492478082610106,0.0,167.35,129.865,1.9977936666666667,0.95432473493557,0.0,9.766,2.32,1.5152396666666668,0.6922566764653905,0.584,4.531,1.299,9.848388166666666,9.785,9.898,9.847,9.733150333333334,9.662,9.783,9.733,58.7948,23.67746870689732,0.0,79.028,68.48400000000001,36.2454,0.1493247172655691,35.918,36.426,36.2755,41.90626666666667,0.0597650390027969,41.727,42.004,41.912,39.13138333333333,0.0627335208064058,39.004,39.254,39.098,31.25205,0.0478533866112844,31.145,31.309,31.2305,0.5319166666666667,0.0228022387145534,0.493,0.588,0.529,100,80,0,115,0
1910,47.24575,46.81,47.735,47.1915,2.1653666666666664,0.0189781021596449,2.134,2.202,2.161,2541.837966666667,187.28319867146652,2341.8,2951.6,2478.0,6.689653333333333,3.063332865289288,19.623,7.831,10.166081666666669,0.0160452718415634,10.116,10.227,10.167,161.10855,14.08418238295705,146.4,191.7,156.31,109.234848,47.50057432688353,0.0,167.36,129.89,1.996716,0.9525674242769564,0.0,9.781,2.3125,1.4310581666666666,0.6066504324907208,0.603,3.641,1.313,9.848203,9.783,9.897,9.847,9.732994666666666,9.661,9.782,9.733,58.75438333333333,23.686678468087607,0.0,79.003,68.405,36.25429999999999,0.1511804735844483,35.926,36.414,36.316,41.92495,0.0553820092552817,41.746,42.008,41.914,39.12948333333333,0.0655892435545369,39.008,39.262,39.098,31.226,0.0168502879319554,31.195,31.277,31.223,0.5366166666666667,0.0263748028616082,0.488,0.602,0.53,100,80,0,115,0
1911,47.00741666666667,46.613,47.699,46.9555,2.1563,0.0198522508649974,2.13,2.202,2.157,2542.881033333333,187.75127883465552,2344.8,2955.6,2479.6,6.705485,3.0615781602239505,20.479,7.831,10.167218333333334,0.0137365140016354,10.126,10.214,10.167,161.008225,14.041093767405613,146.35,191.63,156.27,109.42684716666666,47.29038823798588,0.0,167.41,130.0,2.009281666666667,0.9523887907425242,0.0,9.656,2.32,1.0970676666666666,0.3399314136443096,0.723,1.901,0.998,9.849929833333332,9.789,9.898,9.849,9.735420666666666,9.675,9.786,9.734,59.073933333333336,23.681800718056,0.0,79.233,68.166,36.25673333333334,0.1455481592692482,35.918,36.426,36.283,41.9257,0.0536941432276268,41.781,42.004,41.918,39.13588333333333,0.0610179444755587,39.074,39.266,39.098,31.272566666666663,0.0417828797421623,31.195,31.316,31.297,0.5374666666666666,0.0237754086504769,0.492,0.595,0.5345,100,90,0,115,0
1912,47.2151,46.576,47.652,47.296,2.1645,0.0178956485573488,2.129,2.198,2.166,2544.0098000000003,187.4953670967386,2346.0,2955.6,2481.8,6.706168333333333,3.0571497293137213,19.82,7.833,10.164605,0.0158789970057898,10.114,10.216,10.166,161.03351,14.02821005187197,146.43,191.67,156.31,109.452709,47.28972134253667,0.0,167.43,129.84,2.0091061666666667,0.9538823060547258,0.0,9.727,2.328,1.3029921666666668,0.7977753602108373,0.568,4.996,0.937,9.849072166666666,9.781,9.9,9.848,9.733792333333334,9.667,9.784,9.733,59.04391666666666,23.67411523612396,0.0,78.878,68.378,36.25621666666667,0.1400553270417401,35.926,36.426,36.314,41.92713333333334,0.0595854227044778,41.75,42.031,41.912,39.1377,0.0563678295075288,39.066,39.262,39.129,31.233366666666665,0.0252888175640006,31.195,31.305,31.227,0.5302833333333333,0.0233986032225933,0.491,0.595,0.526,100,90,0,115,0
1913,46.95661666666667,46.538,47.423,46.9435,2.154233333333333,0.0158471156191377,2.126,2.203,2.156,2544.4890333333337,187.246182200129,2344.0,2951.8,2481.8,6.703555,3.060974609429861,20.236,7.829,10.163925,0.0142757031759775,10.114,10.205,10.164,161.03953333333334,14.036013579185743,146.4,191.65,156.28,109.4457455,47.28207664779624,0.0,167.48,130.01,2.0003785,0.9475388343201784,0.0,9.477,2.32,2.212016333333333,0.7211199586284815,1.225,5.47,1.991,9.841999,9.781,9.892,9.842,9.727248333333334,9.663,9.776,9.726,59.016783333333336,23.65779803362345,0.0,78.9,68.1805,36.252316666666665,0.1457032614442081,35.914,36.422,36.316,41.93878333333334,0.0531126374781645,41.832,42.059,41.922,39.15025,0.0667970934615756,39.066,39.336,39.168,31.28275,0.0368251134832066,31.199,31.309,31.301,0.5354833333333333,0.0241355576120158,0.489,0.6,0.534,100,90,0,115,0
1914,47.00435,46.632,47.759,46.918,2.1552333333333333,0.0229733572044431,2.125,2.204,2.154,2541.6662666666666,189.317777785287,2341.8,2955.6,2477.6,6.703729999999999,3.059887643539408,20.331,7.829,10.163381666666666,0.0147986823361768,10.109,10.208,10.164,161.02566833333333,14.026748070391593,146.41,191.67,156.28,109.43645433333334,47.2894819691202,0.0,167.44,130.0,2.002526833333333,0.9499030206138938,0.0,9.727,2.32,2.942661166666667,1.3159179310879778,1.196,7.519,2.911,9.844395833333332,9.783,9.892,9.844,9.729876333333332,9.664,9.781,9.729,59.10941666666667,23.688672797167072,0.0,78.995,68.3395,36.2513,0.1470019370332436,35.914,36.41,36.3085,41.94755,0.0507938422131976,41.867,42.035,41.924,39.147733333333335,0.0665258626060605,39.066,39.266,39.16,31.276216666666663,0.032898967922952,31.199,31.316,31.293,0.5334833333333333,0.0220918664890893,0.495,0.586,0.5295000000000001,100,90,0,115,0
1915,47.29745,46.854,48.143,47.2175,2.1601666666666666,0.0211589358185084,2.129,2.212,2.157,2542.7478666666666,187.02795343123705,2342.0,2951.6,2479.8,6.7025516666666665,3.058066762603151,20.243,7.8245,10.164493333333333,0.014498746323865,10.12,10.217,10.164,161.02086333333335,14.024523119501898,146.45,191.67,156.31,109.439176,47.27712626362053,0.0,167.53,130.005,1.9992663333333331,0.9498144546785314,0.0,9.719,2.32,4.3407420000000005,1.0144362245002232,2.241,6.712,4.435,9.842282333333332,9.783,9.892,9.842,9.727567333333331,9.661,9.782,9.727,59.041266666666665,23.66352545182225,0.0,79.027,68.223,36.253616666666666,0.1443896671812096,35.906,36.41,36.283,41.94951666666667,0.055302708324485,41.84,42.051,41.924,39.15893333333334,0.0672392305450736,39.066,39.332,39.172,31.26445,0.0410957645555665,31.195,31.305,31.291,0.5346833333333334,0.0196378151867954,0.499,0.568,0.535,100,90,0,115,0
1916,47.217933333333335,46.852,47.935,47.212,2.1547166666666664,0.0216615661097644,2.123,2.202,2.155,2544.993033333333,189.57175274735812,2343.8,2957.6,2481.4,6.704413333333334,3.0481574662497333,19.851,7.831,10.164095,0.0153658547050931,10.116,10.211,10.164,161.03852166666667,14.044910758618832,146.44,191.62,156.28,109.47010083333332,47.29165447350247,0.0,167.26,129.945,1.9977408333333333,0.9488904417850664,0.0,9.711,2.305,6.1632375,1.3222172289354903,3.754,8.674,6.628,9.842536333333332,9.776,9.89,9.842,9.7284055,9.656,9.775,9.7275,59.02718333333333,23.671921127806108,0.0,79.192,68.4495,36.26518333333333,0.1364791523989915,35.914,36.414,36.32,41.9596,0.0641426376609365,41.82,42.074,41.926,39.15976666666666,0.074579809751696,39.066,39.344,39.168,31.2933,0.0147582783433897,31.227,31.309,31.293,0.5333,0.0204262211011869,0.498,0.582,0.525,100,90,0,115,0
